"IdCampus","NomeCampus","IdModalidade","ModalidadeDescricao","IdGpa","GpaDescricao","IdCurso","CursoDescricao","CursoSigla","TurmaSigla","Semestre","NrSemestre","IdAluno","IdAlunoSemestre","Matricula","Cpf","Nome","DataSemestreAtivacao","DataIngresso","SituacaoAcademica","SituacaoAcademicaSigla","IdPeriodoLetivo","PeriodoLetivoSigla"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS222AN,"5º Semestre",5,144446,698469,"8500303722","13047582906",Cláudio Marzo,2024-07-09 18:52:32.757,2022-07-29 17:24:53.560,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145366,703465,"8500300223","80149556973",Tiago Freitas,2024-08-19 19:00:29.053,2022-12-21 15:51:32.210,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145511,700788,"8500300423","87358258882",Quirino Gomes,2024-08-01 00:00:00.000,2023-01-16 14:53:01.757,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145520,698467,"8500300523","85096121228",Zuleica Freire,2024-07-31 00:00:00.000,2023-01-17 15:45:38.680,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145604,698452,"8500300623","91971310690",Bianca Teixeira,,2023-01-21 10:33:38.407,Rematrícula Cancelada,RC ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145604,700502,"8500300623","91971310690",Bianca Teixeira,2024-07-22 00:00:00.000,2023-01-21 10:33:38.407,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,219784,703956,"8500302723","50971328406",Othon Bastos,2024-08-27 00:00:00.000,2023-08-05 10:42:36.417,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,145922,702330,"8500300723","12077285825",Caio Gonçalves,2024-08-06 12:29:29.417,2023-01-27 15:00:25.083,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,161153,698480,"8500301523","85206509072",Jefferson Teixeira,2024-07-05 00:00:00.000,2023-03-03 19:07:55.010,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS231AN,"4º Semestre",4,164719,702414,"8500301823","50013924965",Patrícia Souza,2024-08-23 13:46:55.940,2023-03-13 13:10:06.490,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS232AN,"3º Semestre",3,183122,698475,"8500302023","06246258182",João Pedro de Moura Mascarenhas de Oliveira,,2023-07-01 11:13:17.947,Rematrícula Cancelada,RC ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS211BN,"8º Semestre",8,272422,698466,"8501300123","59207468135",Débora Bloch,2024-07-10 00:00:00.000,2023-09-12 10:23:53.870,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,276882,698454,"8500301524","52632952259",Yasmin Monteiro,2024-07-09 20:55:32.593,2024-02-15 20:00:12.403,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS232AN,"3º Semestre",3,215405,701102,"8500302523","84110504499",Maria Barbosa,2024-07-24 00:00:00.000,2023-08-02 10:42:29.863,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,272599,698456,"8500300324","37235700150",Otávio Santos,2024-07-09 00:00:00.000,2024-01-03 13:38:18.640,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,273372,700598,"8500300924","47408166822",Fernanda Teixeira,2024-07-18 14:33:47.543,2024-01-26 15:24:13.130,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,275142,698458,"8500301124","77228923781",Helena Gonçalves,2024-07-05 00:00:00.000,2024-02-05 15:13:56.847,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,274556,698471,"8500301024","76233357897",Patrícia Duarte,2024-07-05 00:00:00.000,2024-02-02 12:47:24.913,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,283203,698477,"8500302324","30975261804",Fernanda Montenegro,2024-07-05 08:49:51.880,2024-03-14 19:56:07.390,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,277731,698464,"8500301624","74661877574",Ximena Silva,2024-07-10 00:00:00.000,2024-02-20 16:03:45.833,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,278049,703464,"8500301724","49456601361",Noemi Teixeira,2024-08-19 18:45:33.573,2024-02-22 10:30:47.700,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,289104,698463,"8500302424","48152709364",Selton Mello,2024-07-02 17:33:00.263,2024-03-25 15:56:58.917,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,278753,700209,"8500301924","17582490613",Glória Pires,2024-07-17 00:00:00.000,2024-02-26 12:21:03.763,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,26,Sistemas de Informação,SIS,SIS241AN,"2º Semestre",2,278840,701984,"8500302024","28437509126",Lázaro Ramos,2024-08-05 00:00:00.000,2024-02-26 21:05:46.400,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS241AN,"2º Semestre",2,351586,705773,"2260001624","74661877574",Ximena Silva,2024-09-11 20:06:18.787,2024-09-11 19:55:23.430,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,279600,700009,"2260000424","13979089382",Eduardo Fernandes,2024-07-11 00:00:00.000,2024-03-01 19:25:15.197,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS241AN,"2º Semestre",2,350204,703875,"2260001024","76233357897",Patrícia Duarte,2024-08-22 19:27:53.907,2024-08-22 19:05:30.773,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS241AN,"2º Semestre",2,349984,703589,"2260000924","37235700150",Otávio Santos,2024-08-20 19:58:58.103,2024-08-20 19:46:47.437,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS232AN,"3º Semestre",3,349783,703344,"2260000824","84110504499",Maria Barbosa,2024-08-19 13:59:18.027,2024-08-17 10:59:28.693,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS241AN,"2º Semestre",2,351859,706111,"2260001724","52632952259",Yasmin Monteiro,,2024-09-18 19:24:00.827,Matrícula Cancelada,MC ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS241AN,"2º Semestre",2,351940,706194,"2260001824","52632952259",Yasmin Monteiro,2024-09-19 20:00:51.183,2024-09-19 19:46:14.350,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,9,Digital,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,DIGSIS221A,"6º Semestre",6,158120,700350,"2260000223","11391703454",Beatriz Oliveira,2024-08-05 00:00:00.000,2023-02-25 10:17:07.710,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS232AN,"3º Semestre",3,350430,704185,"2260001424","65466541677",Vitória Nogueira,2024-08-26 19:51:01.287,2024-08-26 19:45:36.200,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,165070,702040,"2260000423","55092771773",Daniel Pereira,2024-08-02 00:00:00.000,2023-04-13 20:31:46.037,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,9,Digital,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,DIGSIS222A,"5º Semestre",5,145070,700349,"2260001422","20013748983",Uriel Castro,2024-07-19 00:00:00.000,2022-09-02 12:07:00.303,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS231AN,"4º Semestre",4,350414,704162,"2260001124","87358258882",Quirino Gomes,2024-08-26 17:11:09.360,2024-08-26 16:57:20.520,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS231AN,"4º Semestre",4,350429,704182,"2260001324","80149556973",Tiago Freitas,2024-08-26 19:37:58.990,2024-08-26 19:30:43.437,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS231AN,"4º Semestre",4,327874,699013,"2260000724",,Neide Borges,2024-07-03 08:38:51.947,2024-04-26 17:53:49.740,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS222AN,"5º Semestre",5,165100,700695,"2260000523","30782305040",Fabiana Costa,2024-07-18 17:21:17.467,2023-04-24 18:35:20.837,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,144983,702110,"2260001322","75371076354",Sofia Melo,2024-08-03 09:04:13.940,2022-08-23 18:31:51.030,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,9,Digital,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,DIGSIS221A,"6º Semestre",6,224473,700351,"2260000723","82146373052",João Mendes,2024-07-29 19:36:13.330,2023-08-08 16:04:08.773,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS232AN,"3º Semestre",3,350548,704343,"2260001524","36964440738",Wagner Moreira,2024-08-27 16:46:58.243,2024-08-27 16:35:45.647,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,143595,702418,"2260000822","68499422746",Lucas Ribeiro,2024-08-07 00:00:00.000,2022-03-24 14:46:03.917,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,350428,704180,"2260001224",,Rafael Carvalho,2024-08-26 19:06:29.100,2024-08-26 18:56:06.840,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,9,Digital,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,DIGSIS221A,"6º Semestre",6,258356,700348,"2260000923",,Rafael Carvalho,,2023-08-30 13:12:29.577,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,8,Educação ao vivo,1,Ciências Sociais Aplicadas,453,Sistemas de Informação,SIS,VIVOSIS221AN,"6º Semestre",6,122341,702069,"8500300820","14641017477",Daniela Freire,2024-08-02 00:00:00.000,2020-02-10 19:39:31.543,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS232AM,"3º Semestre",3,223093,697789,"4510206023","26538327006",Sheila Monteiro,2024-07-10 00:00:00.000,2023-08-07 17:18:48.070,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,165043,702398,"4510204123",,Renato Borges,2024-08-06 19:27:07.303,2023-04-04 09:13:45.297,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS242AM,"1º Semestre",1,348528,701060,"4510206724","96518625631",Ester Almeida,2024-07-23 16:04:16.703,2024-07-23 15:55:43.247,Desistente,DS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,152543,697766,"4510201523","53055597939",Alessandra Freire,2024-07-19 00:00:00.000,2023-02-13 11:40:54.670,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS241AN,"2º Semestre",2,272570,701829,"4510300224","71251910364",Kleber Monteiro,2024-08-01 00:00:00.000,2023-12-20 10:45:28.123,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,165058,701578,"4510204423","79377164870",Xavier Souza,2024-07-30 15:08:12.803,2023-04-10 20:17:57.053,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,266108,697772,"4510206623","93564214606",Bruna Souza,2024-07-03 00:00:00.000,2023-09-04 10:12:31.307,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS232AM,"3º Semestre",3,215525,697777,"4510205823","45901800974",Ofélia Teixeira,2024-07-12 00:00:00.000,2023-08-02 12:47:50.160,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,165143,697787,"4510204823","19726949142",Cícero Teixeira,2024-07-10 00:00:00.000,2023-05-22 09:27:12.347,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS232AM,"3º Semestre",3,278039,697783,"4510203324","60392933109",Lúcia Costa,2024-08-12 00:00:00.000,2024-02-22 09:32:40.267,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,165090,700172,"4510204623","41023653679",Zeferino Freire,2024-08-12 00:00:00.000,2023-04-20 09:01:49.440,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS232AM,"3º Semestre",3,267623,701584,"4510206723","63558293400",Daisy Gonçalves,2024-07-30 15:38:34.527,2023-09-05 09:02:11.450,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,350422,704172,"4513400124",,Neide Borges,2024-08-26 18:25:24.047,2024-08-26 18:15:22.593,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,145454,697760,"4510200523","96350509843",Brás Almeida,2024-07-10 00:00:00.000,2023-01-09 16:15:12.427,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,165054,697788,"4510204323","98260882225",Vinícius Gomes,2024-07-10 00:00:00.000,2023-04-10 08:58:42.140,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,151435,697792,"4510201423","98161929366",Noel Almeida,2024-07-11 00:00:00.000,2023-02-10 20:50:57.143,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,154057,697786,"4510201723","35243539168",Quênia Silva,2024-07-10 00:00:00.000,2023-02-16 16:44:03.300,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS242AM,"1º Semestre",1,348746,701518,"4510207324","55549285639",Graça Freire,2024-07-30 09:02:26.740,2024-07-30 08:50:52.670,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS232AM,"3º Semestre",3,255652,702999,"4510206523","47531512451",Augusto Borges,2024-08-14 10:00:26.817,2023-08-28 20:33:59.070,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,147181,697798,"4510201323","52734836110",Michele Costa,2024-07-15 00:00:00.000,2023-02-01 12:00:09.527,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,145557,700112,"4510200823","87626056759",Emília Gomes,2024-07-15 00:00:00.000,2023-01-20 08:19:54.527,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,145603,697773,"4510201023","45179624392",Gerson Costa,2024-07-10 00:00:00.000,2023-01-21 10:21:33.627,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,200561,697769,"4510205523","19882824221",Leonardo Almeida,2024-07-08 00:00:00.000,2023-07-21 10:31:19.117,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,145737,697767,"4510201223","52428471454",Kevin Mendes,2024-07-03 00:00:00.000,2023-01-26 13:06:07.620,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,145659,697770,"4510201123","52243145217",Irene Almeida,2024-07-22 00:00:00.000,2023-01-25 11:05:48.337,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,161088,697781,"4510202523","15179062606",Alice Borges,2024-07-09 00:00:00.000,2023-03-03 16:14:07.370,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,160917,703908,"4510202323","89072254933",Wendel Santos,2024-08-27 00:00:00.000,2023-03-03 08:34:20.207,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,161019,703594,"4510202423",,Osmar Teixeira,2024-09-05 19:52:20.323,2023-03-03 13:20:17.140,Transferência Interna - Saída,TS ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,157843,703257,"4510300923","36031407528",Osvaldo Gonçalves,2024-08-16 18:31:15.857,2023-02-24 19:49:53.577,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS241AN,"2º Semestre",2,279792,697779,"4510302524","63129610939",Bianca Freire,2024-07-10 00:00:00.000,2024-03-02 10:06:33.693,Trancamento,TC ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AN.,"4º Semestre",4,157325,697785,"4510201823","79768697810",Renan Freire,2024-07-02 00:00:00.000,2023-02-23 19:31:34.803,Ativo,AT ,1704,"2024/2"
1,UNIVAG Sede,1,Educação Presencial,1,Ciências Sociais Aplicadas,684,Engenharia de Software,ENS,ENS231AM,"4º Semestre",4,157571,705655,"4510201923","90994747143",Túlio Gomes,2024-09-10 09:00:31.150,2023-02-24 08:41:22.503,Ativo,AT ,1704,"2024/2"
